Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.Designer.cs,37,12,T:System.Windows.Forms.Label,,,,,"this.progLbl.Font = new System.Drawing.Font(""Consolas"", 15F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.Designer.cs,37,12,T:System.Drawing.Font,,,,,"this.progLbl.Font = new System.Drawing.Font(""Consolas"", 15F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.Designer.cs,37,12,P:System.Windows.Forms.Control.Font,,,,,"this.progLbl.Font = new System.Drawing.Font(""Consolas"", 15F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.Designer.cs,36,12,T:System.Windows.Forms.Label,,,,,this.progLbl.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.Designer.cs,36,12,P:System.Windows.Forms.Label.AutoSize,,,,,this.progLbl.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.Designer.cs,32,12,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.SuspendLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.Designer.cs,31,12,T:System.Windows.Forms.Button,,,,,this.closeBtn = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.Designer.cs,31,12,M:System.Windows.Forms.Button.#ctor,,,,,this.closeBtn = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.Designer.cs,31,12,T:System.Windows.Forms.Button,,,,,this.closeBtn = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.Designer.cs,30,12,T:System.Windows.Forms.Label,,,,,this.progLbl = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.Designer.cs,30,12,M:System.Windows.Forms.Label.#ctor,,,,,this.progLbl = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.Designer.cs,30,12,T:System.Windows.Forms.Label,,,,,this.progLbl = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.Designer.cs,19,12,M:System.Windows.Forms.ContainerControl.Dispose(System.Boolean),,,,,base.Dispose(disposing);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.cs,23,8,T:System.Windows.Forms.Form,,,,,"public DefaultProgramBar(Form mainForm, string progName) : this()          {              _progName = progName;              if (progLbl != null)              {                  progLbl.Text = _progName;              }          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.cs,28,16,T:System.Windows.Forms.Label,,,,,progLbl.Text = _progName;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.cs,28,16,P:System.Windows.Forms.Label.Text,,,,,progLbl.Text = _progName;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.cs,26,12,T:System.Windows.Forms.Label,,,,,if (progLbl != null)              {                  progLbl.Text = _progName;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.cs,18,8,M:System.Windows.Forms.UserControl.#ctor,,,,,public DefaultProgramBar()          {              InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,CustomControls\DefaultProgramBar.cs,12,45,T:System.Windows.Forms.UserControl,,,,,UserControl
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,NostalG.csproj,File,Properties\Settings.Designer.cs,16,74,M:System.Configuration.ApplicationSettingsBase.#ctor,,,,,ApplicationSettingsBase
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,NostalG.csproj,File,Properties\Settings.Designer.cs,16,74,T:System.Configuration.ApplicationSettingsBase,,,,,ApplicationSettingsBase
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Program.cs,18,12,T:System.Windows.Forms.Application,,,,,Application.Run(new Background());
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Program.cs,18,12,M:System.Windows.Forms.Application.Run(System.Windows.Forms.Form),,,,,Application.Run(new Background());
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Program.cs,17,12,T:System.Windows.Forms.Application,,,,,Application.SetCompatibleTextRenderingDefault(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Program.cs,17,12,M:System.Windows.Forms.Application.SetCompatibleTextRenderingDefault(System.Boolean),,,,,Application.SetCompatibleTextRenderingDefault(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Program.cs,16,12,T:System.Windows.Forms.Application,,,,,Application.EnableVisualStyles();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Program.cs,16,12,M:System.Windows.Forms.Application.EnableVisualStyles,,,,,Application.EnableVisualStyles();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.cs,19,12,M:System.Windows.Forms.Form.Close,,,,,"titleBar.CloseRequested += (s, e) => this.Close();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.cs,14,8,M:System.Windows.Forms.Form.#ctor,,,,,"public ProgramManager()          {              InitializeComponent();                titleBar.ProgName = ""Program Manager"";              titleBar.CloseRequested += (s, e) => this.Close();          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,53,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,52,12,E:System.Windows.Forms.Form.Load,,,,,this.Load += new System.EventHandler(this.ProgramManager_Load);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,51,12,P:System.Windows.Forms.Form.Text,,,,,"this.Text = ""Program Manager"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,50,12,P:System.Windows.Forms.Control.Name,,,,,"this.Name = ""ProgramManager"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,49,12,T:System.Windows.Forms.FormBorderStyle,,,,,this.FormBorderStyle = System.Windows.Forms.FormBorderStyle.None;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,49,12,T:System.Windows.Forms.FormBorderStyle,,,,,this.FormBorderStyle = System.Windows.Forms.FormBorderStyle.None;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,49,12,F:System.Windows.Forms.FormBorderStyle.None,,,,,this.FormBorderStyle = System.Windows.Forms.FormBorderStyle.None;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,49,12,T:System.Windows.Forms.FormBorderStyle,,,,,this.FormBorderStyle = System.Windows.Forms.FormBorderStyle.None;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,49,12,P:System.Windows.Forms.Form.FormBorderStyle,,,,,this.FormBorderStyle = System.Windows.Forms.FormBorderStyle.None;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,48,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this.titleBar);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,48,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this.titleBar);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,48,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this.titleBar);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,47,12,P:System.Windows.Forms.Form.ClientSize,,,,,"this.ClientSize = new System.Drawing.Size(800, 450);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,46,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,46,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,46,12,F:System.Windows.Forms.AutoScaleMode.Font,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,46,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,46,12,P:System.Windows.Forms.ContainerControl.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,45,12,P:System.Windows.Forms.ContainerControl.AutoScaleDimensions,,,,,"this.AutoScaleDimensions = new System.Drawing.SizeF(9F, 20F);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,41,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.titleBar.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,40,12,P:System.Windows.Forms.Control.Size,,,,,"this.titleBar.Size = new System.Drawing.Size(800, 43);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,38,12,P:System.Windows.Forms.Control.Name,,,,,"this.titleBar.Name = ""titleBar"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,37,12,P:System.Windows.Forms.Control.Location,,,,,"this.titleBar.Location = new System.Drawing.Point(0, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,36,12,T:System.Windows.Forms.DockStyle,,,,,this.titleBar.Dock = System.Windows.Forms.DockStyle.Top;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,36,12,T:System.Windows.Forms.DockStyle,,,,,this.titleBar.Dock = System.Windows.Forms.DockStyle.Top;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,36,12,F:System.Windows.Forms.DockStyle.Top,,,,,this.titleBar.Dock = System.Windows.Forms.DockStyle.Top;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,36,12,T:System.Windows.Forms.DockStyle,,,,,this.titleBar.Dock = System.Windows.Forms.DockStyle.Top;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,36,12,P:System.Windows.Forms.Control.Dock,,,,,this.titleBar.Dock = System.Windows.Forms.DockStyle.Top;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,35,12,P:System.Windows.Forms.Control.BackColor,,,,,"this.titleBar.BackColor = System.Drawing.Color.FromArgb(((int)(((byte)(0)))), ((int)(((byte)(0)))), ((int)(((byte)(168)))));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,31,12,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.SuspendLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.Designer.cs,19,12,M:System.Windows.Forms.Form.Dispose(System.Boolean),,,,,base.Dispose(disposing);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.cs,19,12,M:System.Windows.Forms.Form.Close,,,,,"titleBar.CloseRequested += (s, e) => this.Close();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.cs,14,8,M:System.Windows.Forms.Form.#ctor,,,,,"public ProgramManager()          {              InitializeComponent();                titleBar.ProgName = ""Program Manager"";              titleBar.CloseRequested += (s, e) => this.Close();          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,ProgramManager.cs,12,42,T:System.Windows.Forms.Form,,,,,Form
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,44,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,43,12,E:System.Windows.Forms.Form.Shown,,,,,this.Shown += new System.EventHandler(this.Background_Shown);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,42,12,T:System.Windows.Forms.FormWindowState,,,,,this.WindowState = System.Windows.Forms.FormWindowState.Maximized;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,42,12,T:System.Windows.Forms.FormWindowState,,,,,this.WindowState = System.Windows.Forms.FormWindowState.Maximized;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,42,12,F:System.Windows.Forms.FormWindowState.Maximized,,,,,this.WindowState = System.Windows.Forms.FormWindowState.Maximized;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,42,12,T:System.Windows.Forms.FormWindowState,,,,,this.WindowState = System.Windows.Forms.FormWindowState.Maximized;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,42,12,P:System.Windows.Forms.Form.WindowState,,,,,this.WindowState = System.Windows.Forms.FormWindowState.Maximized;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,41,12,P:System.Windows.Forms.Form.Text,,,,,"this.Text = ""NostalG background"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,40,12,P:System.Windows.Forms.Form.ShowInTaskbar,,,,,this.ShowInTaskbar = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,39,12,P:System.Windows.Forms.Control.Name,,,,,"this.Name = ""Background"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,38,12,T:System.Windows.Forms.FormBorderStyle,,,,,this.FormBorderStyle = System.Windows.Forms.FormBorderStyle.None;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,38,12,T:System.Windows.Forms.FormBorderStyle,,,,,this.FormBorderStyle = System.Windows.Forms.FormBorderStyle.None;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,38,12,F:System.Windows.Forms.FormBorderStyle.None,,,,,this.FormBorderStyle = System.Windows.Forms.FormBorderStyle.None;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,38,12,T:System.Windows.Forms.FormBorderStyle,,,,,this.FormBorderStyle = System.Windows.Forms.FormBorderStyle.None;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,38,12,P:System.Windows.Forms.Form.FormBorderStyle,,,,,this.FormBorderStyle = System.Windows.Forms.FormBorderStyle.None;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,37,12,P:System.Windows.Forms.Form.ClientSize,,,,,"this.ClientSize = new System.Drawing.Size(800, 450);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,36,12,P:System.Windows.Forms.Form.BackColor,,,,,this.BackColor = System.Drawing.Color.White;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,35,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,35,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,35,12,F:System.Windows.Forms.AutoScaleMode.Font,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,35,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,35,12,P:System.Windows.Forms.ContainerControl.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,34,12,P:System.Windows.Forms.ContainerControl.AutoScaleDimensions,,,,,"this.AutoScaleDimensions = new System.Drawing.SizeF(9F, 20F);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,30,12,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.SuspendLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.Designer.cs,19,12,M:System.Windows.Forms.Form.Dispose(System.Boolean),,,,,base.Dispose(disposing);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,61,20,M:System.Windows.Forms.Control.Show,,,,,_pm.Show();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,58,16,M:System.Windows.Forms.Control.BeginInvoke(System.Delegate),,,,,this.BeginInvoke((Action)(() =>                  {                      _pm = new ProgramManager();                      _pm.Show();                  }));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,53,12,P:System.Windows.Forms.Control.Handle,,,,,"SetWindowPos(this.Handle, HWND_BOTTOM, 0, 0, 0, 0,                  SWP_NOMOVE | SWP_NOSIZE | SWP_NOACTIVATE);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,44,8,M:System.Windows.Forms.Form.#ctor,,,,,public Background()          {              InitializeComponent();              ContextMenuInit();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,41,12,T:System.Windows.Forms.ContextMenu,,,,,this.ContextMenu = cm;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,41,12,P:System.Windows.Forms.Control.ContextMenu,,,,,this.ContextMenu = cm;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,39,12,T:System.Windows.Forms.Menu.MenuItemCollection,,,,,"cm.MenuItems.Add(""Set wallpaper color"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,39,12,P:System.Windows.Forms.Menu.MenuItems,,,,,"cm.MenuItems.Add(""Set wallpaper color"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,39,12,T:System.Windows.Forms.MenuItem,,,,,"cm.MenuItems.Add(""Set wallpaper color"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,39,12,M:System.Windows.Forms.Menu.MenuItemCollection.Add(System.String),,,,,"cm.MenuItems.Add(""Set wallpaper color"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,38,12,T:System.Windows.Forms.Menu.MenuItemCollection,,,,,"cm.MenuItems.Add(""Change Wallpaper"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,38,12,P:System.Windows.Forms.Menu.MenuItems,,,,,"cm.MenuItems.Add(""Change Wallpaper"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,38,12,T:System.Windows.Forms.MenuItem,,,,,"cm.MenuItems.Add(""Change Wallpaper"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,38,12,M:System.Windows.Forms.Menu.MenuItemCollection.Add(System.String),,,,,"cm.MenuItems.Add(""Change Wallpaper"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,36,12,T:System.Windows.Forms.ContextMenu,,,,,ContextMenu cm = new ContextMenu();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,36,12,M:System.Windows.Forms.ContextMenu.#ctor,,,,,ContextMenu cm = new ContextMenu();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,44,8,M:System.Windows.Forms.Form.#ctor,,,,,public Background()          {              InitializeComponent();              ContextMenuInit();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NostalG.csproj,File,Background.cs,13,38,T:System.Windows.Forms.Form,,,,,Form
